"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu43197","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Dechlorosoma"
"Otu43292","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Hydrogenophaga"
"Otu43383","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Entomoplasma"
"Otu44197","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809"
"Otu44198","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter"
"Otu44201","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium"
"Otu44748","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter"
"Otu44749","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"Otu44760","Bacteria","Gemmatimonadetes","AKAU4049","AKAU4049_or","AKAU4049_fa","AKAU4049_ge"
"Otu44761","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa","Mollicutes_RF39_ge"
"Otu44762","Bacteria","Deinococcus-Thermus","Deinococci","Deinococci_unclassified","Deinococci_unclassified","Deinococci_unclassified"
"Otu44763","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Daviesbacteria","Candidatus_Daviesbacteria_fa","Candidatus_Daviesbacteria_ge"
"Otu44764","Bacteria","Nitrospirae","Nitrospirae_unclassified","Nitrospirae_unclassified","Nitrospirae_unclassified","Nitrospirae_unclassified"
"Otu44765","Bacteria","Rokubacteria","NC10","NC10_unclassified","NC10_unclassified","NC10_unclassified"
"Otu44766","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulforegula"
"Otu46330","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"Otu46526","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"Otu46540","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","uncultured"
"Otu46666","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium"
"Otu46686","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckia"
"Otu48375","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadales_unclassified","Chthonomonadales_unclassified"
"Otu48592","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Otu48688","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Candidatus_Bacilloplasma"
"Otu48994","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"Otu48998","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Planosporangium"
"Otu49067","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Pseudosporangium"
"Otu49094","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catenuloplanes"
"Otu49363","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Micavibrionaceae_unclassified"
"Otu49510","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Acrocarpospora"
"Otu49550","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora"
"Otu49551","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planotetraspora"
"Otu49555","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermobispora"
"Otu50741","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Segniliparaceae","Segniliparus"
"Otu50789","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacteriaceae_unclassified"
"Otu50952","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya"
"Otu50956","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","uncultured"
"Otu51343","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter"
"Otu51348","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"Otu51872","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","AB1_ge"
"Otu51901","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Gigarickettsia"
"Otu51904","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Ac37b"
"Otu51917","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halieaceae_unclassified"
"Otu51919","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","uncultured"
"Otu51920","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionales_unclassified","Cellvibrionales_unclassified"
"Otu51971","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella"
"Otu52034","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus_Entotheonella"
"Otu52361","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas"
"Otu52396","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu52398","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_ge"
"Otu52399","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"Otu52401","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu52546","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Polyangiaceae_ge"
"Otu52569","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","ZOR0006"
"Otu52638","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystaceae_ge"
"Otu52673","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus"
"Otu52951","Bacteria","Proteobacteria","Gammaproteobacteria","NKB5","NKB5_fa","NKB5_ge"
"Otu54296","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","uncultured"
